Class,STRUTS_2_0_10,STRUTS_2_0_14,STRUTS_2_1_0,STRUTS_2_1_8,STRUTS_2_2_0,STRUTS_2_2_3,STRUTS_2_3_1,STRUTS_2_3_10,STRUTS_2_3_20,STRUTS_2_3_30,STRUTS_2_3_37,STRUTS_2_5,STRUTS_2_5_10,STRUTS_2_5_20,STRUTS_2_5_30,STRUTS_6_0_0,average
apps/showcase/src/main/java/org/apache/struts2/showcase/ajax/tree/GetCategory.java,25,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,3.5625
core/src/test/java/org/apache/struts2/interceptor/BackgroundProcessTest.java,0,0,0,0,0,0,0,0,0,0,0,0,0,104,0,0,6.5
plugins/javatemplates/src/test/java/org/apache/struts2/views/java/simple/PasswordTest.java,0,0,0,103,0,204,0,0,0,0,0,0,0,0,0,8,19.6875
core/src/main/java/org/apache/struts2/views/freemarker/tags/DatePickerModel.java,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4375
trunk/core/src/main/java/org/apache/struts2/portlet/PortletSessionMap.java,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.5
plugins/codebehind/src/main/java/org/apache/struts2/config/ClasspathPackageProvider.java,0,0,606,328,0,15,0,2,0,0,0,761,0,0,0,0,107
core/src/main/java/org/apache/struts2/interceptor/CoopInterceptor.java,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,5.8125
plugins/javatemplates/src/main/java/org/apache/struts2/views/java/simple/DateTextFieldHandler.java,0,0,0,0,0,0,0,0,91,0,0,0,0,18,0,0,6.8125
trunk/core/src/main/java/org/apache/struts2/jsf/ProcessValidationsInterceptor.java,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.625
core/src/main/java/org/apache/struts2/sitegraph/entities/FreeMarkerView.java,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.25
