Class,Xerces-J_1_1_0,Xerces-J_1_2_0,Xerces-J_1_3_0,Xerces-J_1_4_0,Xerces-J_2_0_0,Xerces-J_2_1_0,Xerces-J_2_2_0,Xerces-J_2_3_0,Xerces-J_2_4_0,Xerces-J_2_5_0,Xerces-J_2_6_0,Xerces-J_2_7_0,Xerces-J_2_8_0,Xerces-J_2_9_0,Xerces-J_2_10_0,Xerces-J_2_11_0,Xerces-J_2_12_0,average
src/org/apache/xerces/jaxp/validation/ValidatorHandlerImpl.java,0,0,0,0,0,0,0,0,0,0,0,1049,23,11,208,0,0,75.94117647
src/org/apache/xerces/impl/validation/ValidationContext.java,0,0,0,0,92,92,0,0,0,0,0,0,0,0,0,0,0,10.82352941
src/org/w3c/dom/ranges/Range.java,0,0,399,0,0,49,0,0,416,0,0,0,0,0,0,0,0,50.82352941
src/org/apache/xerces/xni/psvi/ElementPSVI.java,0,0,0,0,97,52,0,2,2,0,93,0,0,0,0,0,0,14.47058824
src/org/w3c/dom/html/HTMLLinkElement.java,131,0,0,0,0,0,0,0,83,0,0,0,0,0,0,0,0,12.58823529
src/org/apache/xerces/impl/dv/ValidationContext.java,0,0,0,0,0,93,0,0,0,3,0,69,0,11,5,0,0,10.64705882
src/org/apache/xerces/impl/xs/traversers/XSDComplexTypeTraverser.java,0,0,0,0,937,469,0,129,65,283,24,662,3,15,131,0,8,160.3529412
src/org/apache/xerces/impl/xs/identity/Selector.java,0,0,0,0,256,67,39,0,0,13,32,79,0,14,8,0,0,29.88235294
src/org/w3c/dom/ProcessingInstruction.java,56,0,16,0,0,7,0,0,47,0,0,0,0,0,0,0,0,7.411764706
src/org/apache/xerces/parsers/XIncludeAwareParserConfiguration.java,0,0,0,0,0,0,0,0,0,0,0,292,0,11,0,2,0,17.94117647
src/org/apache/xerces/validators/common/XMLValidator.java,3426,2956,7145,1492,5355,0,0,0,0,0,0,0,0,0,0,0,0,1198.470588
src/org/apache/xerces/impl/dv/xs/AnyURIDV.java,0,0,0,0,108,2,0,9,0,0,0,171,0,11,2,0,0,17.82352941
src/org/apache/xerces/impl/xs/opti/NodeImpl.java,0,0,0,0,0,0,0,123,0,0,0,69,0,11,6,0,0,12.29411765
src/org/apache/xerces/impl/dv/util/HexBin.java,0,0,0,0,155,22,0,87,0,1,0,95,0,11,0,0,0,21.82352941
src/org/apache/xerces/util/LocatorProxy.java,0,0,0,0,0,0,0,0,0,0,0,85,0,11,0,0,0,5.647058824
src/org/apache/xerces/impl/dv/dtd/AbstractDatatypeValidator.java,0,0,0,0,136,136,0,0,0,0,0,0,0,0,0,0,0,16
src/org/apache/xerces/xpointer/ElementSchemePointer.java,0,0,0,0,0,0,0,0,0,0,0,874,0,25,8,0,0,53.35294118
src/org/apache/xerces/impl/xs/util/XSNamedMap4Types.java,0,0,0,0,0,177,0,8,0,4,4,69,6,11,23,0,0,17.76470588
src/org/apache/wml/WMLOptgroupElement.java,88,0,0,0,0,0,0,0,0,0,0,67,0,11,0,0,0,9.764705882
src/org/apache/xerces/validators/datatype/AbstractDatatypeValidator.java,0,140,0,79,149,0,0,0,0,0,0,0,0,0,0,0,0,21.64705882
src/org/apache/xerces/impl/dv/xs/MonthDV.java,0,0,0,0,198,53,0,6,0,0,0,122,5,11,6,0,0,23.58823529
tests/schema/config/BaseTest.java,0,0,0,0,0,0,0,0,0,0,0,0,248,11,0,0,0,15.23529412
src/org/apache/xerces/impl/dtd/models/CMLeaf.java,0,0,0,0,183,0,0,0,0,0,0,71,12,11,2,0,0,16.41176471
src/org/apache/wml/WMLTrElement.java,73,0,0,0,0,0,0,0,0,0,0,67,0,11,0,0,0,8.882352941
src/org/w3c/dom/html/HTMLOptionElement.java,120,0,0,0,0,0,0,0,77,0,0,0,0,0,0,0,0,11.58823529
src/org/apache/xerces/stax/events/ElementImpl.java,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,2,0,7
src/org/apache/wml/dom/WMLTableElementImpl.java,120,0,0,0,0,0,0,0,0,0,0,177,2,11,2,0,0,18.35294118
src/org/apache/xerces/readers/MIME2Java.java,0,0,39,13,679,0,0,0,0,0,0,0,0,0,0,0,0,43
src/org/apache/xerces/xs/XSNamespaceItem.java,0,0,0,0,0,0,0,0,0,0,147,67,0,11,0,12,0,13.94117647
src/org/w3c/dom/ls/DOMInput.java,0,0,0,0,0,0,0,0,0,202,202,0,0,0,0,0,0,23.76470588
src/org/apache/xerces/impl/dv/xs/XSSimpleTypeDelegate.java,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215,5,0,12.94117647
src/org/apache/xerces/validators/datatype/URIReferenceValidator.java,104,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.23529412
src/org/w3c/dom/html/HTMLButtonElement.java,100,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,9.764705882
src/org/apache/xerces/utils/ChunkyByteArray.java,7,23,0,0,250,0,0,0,0,0,0,0,0,0,0,0,0,16.47058824
src/org/apache/xerces/dom/events/EventImpl.java,8,0,8,0,5,3,0,0,0,1,0,85,0,12,137,0,0,15.23529412
src/org/apache/xerces/validators/datatype/YearDatatypeValidator.java,0,0,0,147,147,0,0,0,0,0,0,0,0,0,0,0,0,17.29411765
src/org/apache/xerces/validators/datatype/BinaryDatatypeValidator.java,0,251,145,244,0,0,0,0,0,0,0,0,0,0,0,0,0,37.64705882
src/org/apache/xerces/msg/XMLMessages.java,1,2,0,0,288,0,0,0,0,0,0,0,0,0,0,0,0,17.11764706
src/org/apache/xerces/impl/xs/psvi/XSParticle.java,0,0,0,0,0,88,0,26,2,0,86,0,0,0,0,0,0,11.88235294
tests/dom/util/Assertion.java,108,0,0,0,0,0,0,0,8,0,0,61,0,11,2,0,0,11.17647059
src/org/apache/xerces/xinclude/XIncludeHandler.java,0,0,0,0,0,0,0,0,0,1756,647,1436,67,141,89,0,0,243.2941176
tests/schema/config/SurrogatePairLengthTest.java,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,5.352941176
src/org/apache/xerces/jaxp/validation/DOMDocumentHandler.java,0,0,0,0,0,0,0,0,0,0,0,86,0,11,1,0,0,5.764705882
src/org/apache/xerces/validators/datatype/IDREFValidator.java,143,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.82352941
src/org/w3c/dom/html/HTMLTableRowElement.java,150,0,0,0,0,0,0,0,101,0,0,0,0,0,0,0,0,14.76470588
src/org/apache/xml/serialize/XML11Serializer.java,0,0,0,0,0,0,0,570,0,53,51,176,0,236,0,0,0,63.88235294
src/org/apache/xerces/dom/DeepNodeListImpl.java,88,0,0,0,8,0,0,0,0,0,0,69,0,11,40,0,0,12.70588235
samples/dom/ParserWrapper.java,0,0,0,0,128,0,0,0,0,0,0,67,0,11,1,0,0,12.17647059
src/org/apache/xerces/validators/datatype/RealValidator.java,301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.70588235
src/org/w3c/dom/ranges/DocumentRange.java,0,0,33,0,0,0,0,0,33,0,0,0,0,0,0,0,0,3.882352941
design/src/Stylesheet.java,0,0,0,0,60,0,0,0,0,57,0,67,0,11,0,0,0,11.47058824
samples/xni/ObjectFactory.java,0,0,0,0,0,0,0,0,0,0,0,539,0,11,56,0,4,35.88235294
src/org/apache/html/dom/HTMLStyleElementImpl.java,56,0,2,0,2,0,0,0,0,3,0,75,2,11,0,0,0,8.882352941
src/org/apache/xerces/dom/RangeImpl.java,1369,12,1670,0,10,117,0,0,7,3,98,516,0,25,156,0,0,234.2941176
src/org/apache/wml/dom/WMLBElementImpl.java,96,0,0,0,0,0,0,0,0,0,0,129,2,11,2,0,0,14.11764706
src/org/apache/wml/dom/WMLOneventElementImpl.java,96,0,0,0,0,0,0,0,0,0,0,129,2,11,2,0,0,14.11764706
src/org/apache/xml/serialize/SerializerFactoryImpl.java,94,2,0,0,2,11,0,0,0,0,0,67,0,16,3,0,0,11.47058824
src/org/apache/xerces/readers/UTF8Recognizer.java,40,19,0,0,280,0,0,0,0,0,0,0,0,0,0,0,0,19.94117647
src/org/apache/xerces/validators/datatype/MonthDayDatatypeValidator.java,0,0,0,150,150,0,0,0,0,0,0,0,0,0,0,0,0,17.64705882
src/org/apache/xerces/impl/xs/XSElementDeclHelper.java,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,1.764705882
src/org/w3c/dom/html/HTMLElement.java,91,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,9.176470588
tests/dom/treewalker/TestFirstChild.java,0,0,0,0,255,0,0,0,0,0,0,89,0,11,0,0,0,20.88235294
src/org/xml/sax/helpers/SecuritySupport.java,0,0,0,0,0,133,0,0,133,0,0,0,0,0,0,0,0,15.64705882
src/org/apache/xml/serialize/ObjectFactory.java,0,0,0,0,0,0,0,0,0,0,0,536,0,11,56,0,4,35.70588235
src/org/apache/xerces/dom/DeferredEntityImpl.java,21,10,0,7,30,10,0,0,0,0,2,68,0,11,0,0,0,9.352941176
src/org/apache/xerces/validators/datatype/DateTimeDatatypeValidator.java,0,0,0,119,119,0,0,0,0,0,0,0,0,0,0,0,0,14
src/org/apache/xerces/validators/datatype/InternalDatatypeValidator.java,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.764705882
src/org/apache/xerces/readers/UTF8CharReader.java,0,0,0,0,615,0,0,0,0,0,0,0,0,0,0,0,0,36.17647059
src/org/apache/xerces/xinclude/ObjectFactory.java,0,0,0,0,0,0,0,0,0,0,0,536,0,11,56,0,4,35.70588235
src/org/apache/xerces/readers/XMLCatalogHandler.java,0,0,0,0,232,0,0,0,0,0,0,0,0,0,0,0,0,13.64705882
src/org/apache/xerces/impl/xs/util/HexBin.java,0,0,0,0,171,171,0,0,0,0,0,0,0,0,0,0,0,20.11764706
src/org/w3c/dom/html/HTMLHeadElement.java,28,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,3.235294118
src/org/apache/xerces/impl/dv/xs/YearMonthDV.java,0,0,0,0,122,24,0,11,0,0,0,104,0,11,6,0,0,16.35294118
src/org/apache/wml/WMLImgElement.java,140,0,0,0,0,0,0,0,0,0,0,67,0,11,0,0,0,12.82352941
samples/sax/helpers/AttributesImpl.java,418,0,0,0,2,0,0,0,0,0,0,67,0,11,2,0,0,29.41176471
src/org/w3c/dom/html/HTMLTableCaptionElement.java,28,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,3.235294118
src/org/apache/xerces/dom/DOMNormalizer.java,0,0,0,0,0,1127,413,575,50,1,376,1047,412,11,336,0,29,257.4705882
src/org/apache/xerces/utils/regex/RegularExpression.java,3149,282,0,0,3181,0,0,0,0,0,0,0,0,0,0,0,0,388.9411765
src/org/apache/xerces/xpointer/ShortHandPointer.java,0,0,0,0,0,0,0,0,0,0,0,293,2,11,4,0,0,18.23529412
src/org/apache/xerces/impl/dv/dtd/StringDatatypeValidator.java,0,0,0,0,399,346,0,0,0,0,0,72,0,11,4,0,0,48.94117647
src/org/w3c/dom/ls/DocumentLS.java,0,0,0,0,0,132,4,0,88,85,139,0,0,0,0,0,0,26.35294118
src/org/apache/xerces/xpointer/XPointerMessageFormatter.java,0,0,0,0,0,0,0,0,0,0,0,92,0,11,22,0,0,7.352941176
tests/dom/traversal/BasicTest.java,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131,0,0,7.705882353
src/org/apache/xerces/validators/common/InsertableElementsInfo.java,172,0,0,0,172,0,0,0,0,0,0,0,0,0,0,0,0,20.23529412
src/org/apache/xerces/parsers/XMLParser.java,0,0,0,0,161,13,0,2,0,4,0,67,0,11,2,0,0,15.29411765
src/org/apache/xerces/dom3/DOMError.java,0,0,0,0,60,20,0,21,0,70,51,86,0,0,0,0,0,18.11764706
src/org/apache/xerces/validators/datatype/DatatypeValidator.java,140,57,0,55,132,0,0,0,0,0,0,0,0,0,0,0,0,22.58823529
src/whiteboard/org/apache/xerces/tree/DataNode.java,275,0,0,0,275,0,0,0,0,0,0,0,0,0,0,0,0,32.35294118
src/org/apache/xerces/domx/traversal/TreeWalker.java,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.941176471
src/org/apache/xerces/impl/xs/traversers/StAXSchemaParser.java,0,0,0,0,0,0,0,0,0,0,0,0,0,0,421,0,2,24.88235294
src/org/apache/xerces/impl/xs/XMLSchemaValidator.java,0,0,0,0,3623,1420,1494,503,96,142,7472,7818,485,87,573,80,28,1401.235294
src/org/apache/xerces/impl/dtd/XMLNSDTDValidator.java,0,0,0,0,0,0,286,36,0,2,5,69,0,11,3,0,0,24.23529412
src/org/apache/xerces/validators/datatype/InvalidDatatypeFacetException.java,0,98,0,0,98,0,0,0,0,0,0,0,0,0,0,0,0,11.52941176
src/org/apache/html/dom/HTMLBRElementImpl.java,56,0,2,0,2,0,0,0,0,3,0,73,2,11,0,0,0,8.764705882
samples/dom/DOMAddLines.java,10,0,0,0,60,15,9,0,0,0,0,80,0,11,0,0,0,10.88235294
src/org/apache/xerces/utils/QName.java,179,0,0,60,227,0,0,0,0,0,0,0,0,0,0,0,0,27.41176471
src/org/w3c/dom/html/HTMLMenuElement.java,28,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,3.294117647
src/whiteboard/org/apache/xerces/tree/ParentNode.java,818,0,0,0,818,0,0,0,0,0,0,0,0,0,0,0,0,96.23529412
src/org/apache/xerces/impl/xs/traversers/XSDSimpleTypeTraverser.java,0,0,0,0,560,566,0,70,0,72,6,289,0,11,175,0,4,103.1176471
samples/xni/parser/CSVConfiguration.java,0,0,0,0,270,0,3,0,0,0,0,73,0,11,0,0,0,21
src/org/apache/xerces/parsers/SecurityConfiguration.java,0,0,0,0,0,0,0,152,0,0,0,69,0,11,4,0,0,13.88235294
samples/dom/traversal/NameNodeFilter.java,2,0,0,0,2,0,0,0,0,0,0,70,0,11,9,0,0,5.529411765
samples/dom/Counter.java,0,0,0,0,467,7,0,0,0,0,0,171,25,11,0,0,0,40.05882353
src/org/apache/xerces/impl/dtd/XMLDTDProcessor.java,0,0,0,0,0,1534,51,64,0,30,130,71,95,40,64,0,0,122.2941176
src/org/apache/html/dom/HTMLPreElementImpl.java,56,0,2,0,2,0,0,0,0,3,0,77,2,11,0,0,0,9
src/org/apache/xerces/validators/datatype/DoubleValidator.java,380,292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.52941176
src/org/apache/xerces/validators/dtd/CMStateSet.java,312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.35294118
src/org/apache/xerces/xs/LSInputList.java,0,0,0,0,0,0,0,0,0,0,85,67,0,11,4,0,0,9.823529412
src/dom3/org/w3c/dom/DOMImplementation.java,0,0,0,0,0,148,0,0,102,62,2,136,0,0,0,0,0,26.47058824
tools/src/InternalTaglet.java,0,0,0,0,0,0,0,0,0,0,0,129,0,12,0,0,0,8.294117647
src/org/apache/xerces/dom/DeferredNotationImpl.java,7,4,0,0,18,4,0,0,0,0,0,69,0,11,0,0,0,6.647058824
src/org/w3c/dom/html/HTMLBaseElement.java,38,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,4.176470588
src/org/apache/html/dom/HTMLMapElementImpl.java,56,0,2,0,2,0,0,0,0,4,0,87,2,11,2,0,0,9.764705882
src/org/w3c/dom/html/HTMLCollection.java,78,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,7.882352941
src/org/w3c/dom/ls/DOMSerializerFilter.java,0,0,0,0,0,0,0,0,0,45,45,0,0,0,0,0,0,5.294117647
samples/socket/io/WrappedOutputStream.java,0,0,0,0,219,10,0,0,0,0,0,67,0,11,0,0,0,18.05882353
src/org/apache/html/dom/HTMLScriptElementImpl.java,56,0,2,0,2,0,0,0,0,5,0,87,2,11,0,0,0,9.705882353
src/org/apache/xerces/util/XMLEntityDescriptionImpl.java,0,0,0,0,0,0,0,0,0,0,0,178,0,11,0,0,0,11.11764706
src/org/apache/xerces/stax/events/CommentImpl.java,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,0,3.941176471
src/org/apache/xerces/dom3/DOMImplementationSource.java,0,0,0,0,38,11,0,0,13,66,48,60,0,0,0,0,0,13.88235294
src/org/apache/xerces/xni/XMLResourceIdentifier.java,0,0,0,0,82,0,0,19,9,0,2,67,0,11,2,0,0,11.29411765
src/org/apache/xerces/impl/xs/psvi/XSWildcard.java,0,0,0,0,0,125,0,68,2,4,121,0,0,0,0,0,0,18.82352941
src/org/apache/xerces/jaxp/validation/JAXPValidationMessageFormatter.java,0,0,0,0,0,0,0,0,0,0,0,98,0,11,13,0,0,7.176470588
src/org/w3c/dom/html/HTMLFontElement.java,54,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,5.647058824
samples/ui/DOMTree.java,0,0,0,0,2,0,0,0,0,0,0,83,0,11,0,0,0,5.647058824
src/org/apache/xerces/impl/xs/XSMessageFormatter.java,0,0,0,0,130,0,0,0,0,0,0,69,0,11,24,0,0,13.76470588
samples/jaxp/ParserAPIUsage.java,0,0,0,0,0,0,0,0,0,0,0,263,0,11,0,0,0,16.11764706
samples/ui/TreeViewer.java,0,0,0,0,2,0,0,0,0,0,0,67,0,11,6,0,0,5.058823529
src/org/apache/xerces/framework/XMLDocumentHandler.java,383,8,0,0,387,0,0,0,0,0,0,0,0,0,0,0,0,45.76470588
src/org/apache/xerces/parsers/NonValidatingConfiguration.java,0,0,0,0,0,766,91,4,0,14,64,102,0,11,27,0,0,63.47058824
src/org/xml/sax/helpers/DefaultHandler.java,447,0,0,0,0,0,0,0,447,0,0,0,0,0,0,0,0,52.58823529
src/org/apache/xerces/dom/DOMConfigurationImpl.java,0,0,0,0,0,0,0,983,0,57,330,423,140,38,319,0,0,134.7058824
src/org/apache/xerces/parsers/AbstractXMLDocumentParser.java,0,0,0,0,828,17,12,54,0,15,0,67,0,11,0,0,0,59.05882353
src/org/apache/xerces/validators/datatype/DecimalDatatypeValidator.java,0,616,354,676,360,0,0,0,0,0,0,0,0,0,0,0,0,118
src/org/apache/xerces/impl/xs/psvi/XSSimpleTypeDefinition.java,0,0,0,0,0,268,0,213,2,17,262,0,0,0,0,0,0,44.82352941
src/org/apache/xerces/parsers/DOMParser.java,960,1576,55,346,3362,60,2,2,14,0,0,242,0,11,21,0,0,391.2352941
tests/schema/annotations/XSAttributeAnnotationsTest.java,0,0,0,0,0,0,0,0,0,0,0,0,263,11,0,0,0,16.11764706
src/org/apache/wml/dom/WMLIElementImpl.java,96,0,0,0,0,0,0,0,0,0,0,129,2,11,2,0,0,14.11764706
src/org/apache/xerces/validators/datatype/DatatypeValidatorRegistry.java,311,311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.58823529
src/org/apache/xerces/util/AugmentationsImpl.java,0,0,0,0,130,209,0,2,0,0,6,67,6,11,34,0,0,27.35294118
src/org/apache/xerces/impl/xs/identity/IdentityConstraint.java,0,0,0,0,200,96,0,14,0,32,12,71,0,11,16,0,0,26.58823529
src/org/w3c/dom/html/HTMLTitleElement.java,26,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,3.058823529
src/whiteboard/org/apache/xerces/tree/CDataNode.java,144,0,0,0,144,0,0,0,0,0,0,0,0,0,0,0,0,16.94117647
tests/schema/config/RootTypeDefinitionTest.java,0,0,0,0,0,0,0,0,0,0,0,0,279,11,0,0,0,17.05882353
src/org/apache/xerces/utils/Base64.java,255,58,0,271,400,0,0,0,0,0,0,0,0,0,0,0,0,57.88235294
src/org/apache/xerces/jaxp/DocumentBuilderImpl.java,115,64,0,182,150,18,0,3,0,63,0,320,0,15,46,0,0,57.41176471
src/org/apache/xerces/utils/Hash2intTable.java,152,39,0,0,151,0,0,0,0,0,0,0,0,0,0,0,0,20.11764706
src/org/apache/xerces/validators/datatype/DateTimeValidator.java,0,0,0,938,938,0,0,0,0,0,0,0,0,0,0,0,0,110.3529412
samples/sax/Writer.java,0,0,0,0,640,2,0,0,0,0,158,284,26,13,53,0,0,69.17647059
src/org/apache/xerces/impl/dv/dtd/InvalidDatatypeValueException.java,0,0,0,0,138,138,0,0,0,0,0,0,0,0,0,0,0,16.23529412
src/org/apache/xerces/impl/xs/psvi/XSConstants.java,0,0,0,0,0,178,0,95,2,10,185,0,0,0,0,0,0,27.64705882
src/org/apache/xerces/validators/schema/SchemaParser.java,1518,1518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178.5882353
src/org/apache/wml/WMLTemplateElement.java,81,0,0,0,0,0,0,0,0,0,0,67,0,11,0,0,0,9.352941176
tests/dom/range/TestCompare.java,0,0,272,0,0,0,0,0,0,0,5,79,4,11,0,0,0,21.82352941
src/org/apache/xerces/impl/xs/identity/ValueStore.java,0,0,0,0,102,10,0,0,0,1,5,75,0,11,5,0,0,12.29411765
src/whiteboard/org/apache/xerces/tree/NamespaceScoped.java,129,0,0,0,129,0,0,0,0,0,0,0,0,0,0,0,0,15.17647059
samples/dom/wrappers/NonValidatingDOMParser.java,0,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.235294118
src/org/apache/html/dom/HTMLButtonElementImpl.java,56,0,2,0,2,0,0,0,0,3,0,75,2,11,0,0,0,8.882352941
src/org/apache/xerces/impl/dv/ValidatedInfo.java,0,0,0,0,96,0,9,11,0,0,18,69,61,11,8,83,0,21.52941176
src/org/apache/wml/dom/WMLUElementImpl.java,96,0,0,0,0,0,0,0,0,0,0,129,2,11,2,0,0,14.11764706
src/org/apache/xerces/impl/xs/psvi/XSNamespaceItemList.java,0,0,0,0,0,0,0,84,2,0,84,0,0,0,0,0,0,10
src/org/xml/sax/InputSource.java,609,0,0,0,0,0,0,0,321,0,0,0,0,0,0,0,0,54.70588235
src/org/apache/xerces/xs/XSException.java,0,0,0,0,0,0,0,0,0,0,89,71,0,11,0,0,0,10.05882353
src/org/apache/xerces/impl/xs/XMLSchemaLoader.java,0,0,0,0,0,720,8,252,43,15,484,1208,7,110,160,27,0,178.4705882
src/org/apache/xerces/validators/datatype/DecimalValidator.java,339,345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.23529412
src/org/apache/xerces/impl/XMLDTDScannerImpl.java,0,0,0,0,1970,81,77,47,8,65,10,105,19,55,32,4,35,147.5294118
src/org/apache/xerces/util/StAXInputSource.java,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,0,9,5.882352941
src/org/apache/wml/dom/WMLGoElementImpl.java,120,0,0,0,0,0,0,0,0,0,0,175,2,11,2,0,0,18.23529412
samples/xni/DocumentTracer.java,0,0,0,0,1351,294,15,97,0,4,0,115,52,11,0,0,0,114.0588235
src/org/apache/xerces/impl/dtd/XMLNotationDecl.java,0,0,0,0,109,0,0,0,0,0,0,69,0,11,0,0,0,11.11764706
src/org/apache/xerces/impl/xs/opti/DefaultDocument.java,0,0,0,0,0,0,0,322,0,12,14,82,0,11,28,0,0,27.58823529
src/org/apache/xerces/utils/ChunkyCharArray.java,0,0,0,0,175,0,0,0,0,0,0,0,0,0,0,0,0,10.29411765
samples/sax/SAXCount.java,10,145,10,32,397,0,0,0,0,0,0,0,0,0,0,0,0,34.94117647
src/org/w3c/dom/html/HTMLHRElement.java,69,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,6.941176471
src/org/apache/xerces/impl/xs/SchemaGrammar.java,0,0,0,0,402,601,0,75,7,90,32,418,43,11,506,13,87,134.4117647
src/org/apache/xerces/jaxp/validation/ValidatorHelper.java,0,0,0,0,0,0,0,0,0,0,0,37,0,11,0,0,0,2.823529412
tests/thread/Test.java,0,0,0,891,0,0,0,7,0,0,2,108,1,11,0,0,0,60
src/org/apache/xerces/jaxp/datatype/SerializedXMLGregorianCalendar.java,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,2.411764706
src/org/apache/xerces/validators/datatype/BinaryValidator.java,201,201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.64705882
src/org/apache/xerces/jaxp/DefaultValidationErrorHandler.java,0,0,0,91,2,4,0,0,0,0,0,66,0,11,0,0,0,10.23529412
src/org/apache/xerces/validators/dtd/DTDGrammar.java,1119,246,3,10,964,0,0,0,0,0,0,0,0,0,0,0,0,137.7647059
src/org/apache/xerces/impl/xs/XSAttributeUse.java,0,0,0,0,80,80,0,0,0,0,0,0,0,0,0,0,0,9.411764706
src/org/apache/xerces/dom/PSVIDOMImplementationImpl.java,0,0,0,0,0,158,0,4,0,0,2,73,0,11,51,0,0,17.58823529
src/org/apache/xerces/impl/xpath/regex/ParserForXMLSchema.java,0,0,0,0,504,5,0,0,46,0,0,94,0,15,31,0,37,43.05882353
src/org/apache/wml/WMLSetvarElement.java,79,0,0,0,0,0,0,0,0,0,0,67,0,11,0,0,0,9.235294118
src/org/apache/xerces/validators/common/AllContentModel.java,0,0,0,558,558,0,0,0,0,0,0,0,0,0,0,0,0,65.64705882
src/org/apache/xerces/util/URI.java,0,0,0,0,1408,11,0,210,0,470,257,463,0,11,3,0,2,166.7647059
src/org/apache/xerces/readers/UCSRecognizer.java,0,0,0,0,114,0,0,0,0,0,0,0,0,0,0,0,0,6.705882353
samples/sax/DocumentTracer.java,0,0,529,0,1006,0,0,0,0,0,5,250,28,11,6,0,0,107.9411765
src/org/apache/xerces/dom3/DOMErrorHandler.java,0,0,0,0,39,12,0,0,0,52,34,45,0,0,0,0,0,10.70588235
src/org/apache/html/dom/HTMLFormElementImpl.java,56,0,9,0,2,0,0,0,0,5,0,84,2,11,0,0,0,9.941176471
src/org/apache/xerces/impl/dv/xs/PrecisionDecimalDV.java,0,0,0,0,0,0,0,0,0,0,0,358,0,12,0,0,0,21.76470588
src/org/apache/xerces/impl/dtd/models/CMAny.java,0,0,0,0,190,0,0,0,0,2,0,71,14,11,4,0,0,17.17647059
src/org/apache/xml/serialize/DOMSerializerImpl.java,0,0,0,0,0,0,0,0,0,781,70,986,226,153,27,0,0,131.9411765
src/org/apache/xerces/validators/common/ElementWildcard.java,0,0,0,224,224,0,0,0,0,0,0,0,0,0,0,0,0,26.35294118
src/org/apache/xerces/impl/xs/traversers/XSAttributeChecker.java,0,0,0,0,1738,132,267,71,28,81,8,269,178,62,21,0,0,167.9411765
src/org/w3c/dom/html/HTMLScriptElement.java,100,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,9.764705882
src/org/w3c/dom/xpath/XPathException.java,0,0,0,0,0,0,49,0,0,0,0,49,0,0,0,0,0,5.764705882
src/org/apache/xerces/dom/NodeListCache.java,0,0,0,0,87,7,0,0,0,0,0,74,2,11,0,0,0,10.64705882
src/org/apache/wml/WMLInputElement.java,147,0,0,0,0,0,0,0,0,0,0,67,0,11,0,0,0,13.23529412
src/org/apache/xerces/dom/PSVIAttrNSImpl.java,0,0,0,0,0,236,0,2,0,0,37,89,0,11,30,42,16,27.23529412
src/org/w3c/dom/ls/DOMOutput.java,0,0,0,0,0,0,0,0,0,126,126,0,0,0,0,0,0,14.82352941
src/org/w3c/dom/NamedNodeMap.java,221,0,110,0,0,46,0,0,174,0,0,0,0,0,0,0,0,32.41176471
src/org/apache/xerces/util/SymbolHash.java,0,0,0,0,266,216,0,4,0,2,0,67,0,11,17,0,139,42.47058824
src/org/xml/sax/SAXException.java,251,0,0,0,0,0,0,0,144,0,0,0,0,0,0,0,0,23.23529412
src/whiteboard/org/apache/xerces/tree/ElementNode.java,611,28,0,0,639,0,0,0,0,0,0,0,0,0,0,0,0,75.17647059
tools/src/ExperimentalTaglet.java,0,0,0,0,0,0,0,0,0,0,0,129,0,12,0,0,0,8.294117647
src/org/apache/xerces/validators/datatype/StringValidator.java,308,361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.35294118
src/org/apache/xerces/impl/xs/opti/DefaultNode.java,0,0,0,0,0,0,0,256,5,2,0,71,0,11,9,0,0,20.82352941
