Class,release-1.1,release-1.2,release-1.3,release-1.4,release-1.5,release-1.6,release-1.7,release-1.8,release-1.9,release-1.10,release-1.12,release-1.13,release-1.14,release-1.15,release-1.16,release-1.17,release-1.18,release-2.0,release-2.1,release-2.2,release-2.3,release-2.4,average
src/java/org/apache/nutch/searcher/Summarizer.java,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.954545455
src/plugin/index-geoip/src/java/org/apache/nutch/indexer/geoip/GeoIPIndexingFilter.java,0,0,0,0,0,0,0,0,0,241,0,3,3,0,108,6,0,229,0,0,0,0,26.81818182
nutchgora/src/plugin/parse-ext/src/java/org/apache/nutch/parse/ext/ExtParser.java,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181,181,0,0,0,16.45454545
src/java/org/apache/nutch/webui/pages/seed/SeedPage.java,0,0,0,0,0,0,0,0,0,0,153,6,0,0,2,0,0,153,0,0,153,0,21.22727273
src/plugin/urlfilter-domain/src/java/org/apache/nutch/urlfilter/domain/DomainURLFilter.java,0,0,24,6,2,0,0,0,0,89,5,3,10,0,0,63,0,138,0,0,89,22,20.5
src/plugin/indexer-rabbit/src/java/org/apache/nutch/indexwriter/rabbit/RabbitIndexWriter.java,0,0,0,0,0,0,0,0,0,0,0,0,194,299,116,0,0,293,0,0,0,0,41
src/plugin/publish-rabbitmq/src/java/org/apache/nutch/publisher/rabbitmq/RabbitMQConstants.java,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,41,0,0,0,0,3.727272727
src/java/org/apache/nutch/api/impl/RAMConfManager.java,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0,116,68,12.13636364
src/plugin/microformats-reltag/src/test/org/apache/nutch/microformats/reltag/TestRelTagParser.java,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,61,51,3,9.727272727
src/java/org/apache/nutch/scoring/webgraph/LinkRank.java,8,21,0,10,16,0,20,0,0,234,49,10,2,517,38,12,0,766,0,0,0,0,77.40909091
src/plugin/tld/src/java/org/apache/nutch/scoring/tld/TLDScoringFilter.java,0,7,0,0,0,0,0,0,0,20,0,0,0,0,3,0,0,150,0,0,130,0,14.09090909
src/java/org/apache/nutch/webui/service/impl/SeedListServiceImpl.java,0,0,0,0,0,0,0,0,0,0,77,0,0,0,2,0,0,77,0,0,77,0,10.59090909
src/java/org/apache/nutch/searcher/LinkDbInlinks.java,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.727272727
src/test/org/apache/nutch/analysis/TestQueryParser.java,0,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.318181818
src/plugin/parsefilter-naivebayes/src/java/org/apache/nutch/parsefilter/naivebayes/package-info.java,0,0,0,0,0,0,0,0,0,0,28,0,0,0,2,0,0,28,0,0,0,0,2.636363636
nutchgora/src/java/org/apache/nutch/net/protocols/HttpDateFormat.java,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,124,0,0,0,11.27272727
src/plugin/parse-zip/src/java/org/apache/nutch/parse/zip/ZipTextExtractor.java,0,0,0,6,2,0,20,0,0,50,0,5,2,4,3,0,0,78,0,2,0,8,8.181818182
src/java/org/apache/nutch/util/IdentityPageReducer.java,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,8,0,1.954545455
src/plugin/parse-tika/src/java/org/apache/nutch/parse/tika/HTMLMetaProcessor.java,213,0,0,0,0,0,10,0,0,69,0,0,0,129,48,23,0,243,0,0,67,13,37.04545455
src/java/org/apache/nutch/indexer/elastic/ElasticWriter.java,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163,0,163,0,14.81818182
src/plugin/protocol-ftp/src/java/org/apache/nutch/protocol/ftp/FtpExceptionUnknownForcedDataClose.java,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,0,0,9,0,0,6,0,1.090909091
src/plugin/parse-tika/src/test/org/apache/nutch/parse/tika/DOMContentUtilsTest.java,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,418,0,15,710,17,52.72727273
src/plugin/languageidentifier/src/java/org/apache/nutch/analysis/lang/LanguageIdentifier.java,0,0,0,462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21
src/plugin/microformats-reltag/src/java/org/apache/nutch/microformats/reltag/RelTagQueryFilter.java,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.681818182
nutchgora/src/java/org/apache/nutch/protocol/RobotRules.java,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,44,0,0,0,4
src/plugin/clustering-carrot2/src/java/org/apache/nutch/clustering/carrot2/HitsClusterAdapter.java,216,0,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.72727273
src/plugin/lib-regex-filter/src/java/org/apache/nutch/urlfilter/api/RegexRule.java,0,0,0,0,0,5,0,0,0,37,38,0,0,0,2,0,0,75,0,0,37,0,8.818181818
src/java/org/apache/nutch/webui/pages/auth/SignInSession.java,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,2.318181818
src/plugin/query-more/src/java/org/apache/nutch/searcher/more/DateQueryFilter.java,10,0,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.272727273
src/plugin/ontology/src/test/org/apache/nutch/ontology/jena/TestOntology.java,0,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.454545455
src/java/org/apache/nutch/util/HadoopFSUtil.java,0,0,0,0,0,0,0,0,0,78,2,19,0,0,0,0,0,71,0,0,78,2,11.36363636
src/plugin/indexer-csv/src/java/org/apache/nutch/indexwriter/csv/CSVIndexWriter.java,0,0,0,0,0,0,0,0,0,0,0,0,0,419,85,3,0,433,0,0,0,0,42.72727273
nutchgora/src/plugin/urlnormalizer-basic/src/java/org/apache/nutch/net/urlnormalizer/basic/BasicURLNormalizer.java,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,209,209,0,0,0,19
src/java/org/apache/nutch/webui/client/model/package-info.java,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,1
src/java/org/apache/nutch/api/NutchApp.java,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,66,0,6
src/plugin/urlfilter-domaindenylist/src/test/org/apache/nutch/urlfilter/domaindenylist/TestDomainDenylistURLFilter.java,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,49,0,0,0,0,4.454545455
src/plugin/lib-http/src/java/org/apache/nutch/protocol/http/api/BlockedException.java,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,6,0,0,2,0,0.590909091
src/test/org/apache/nutch/crawl/TestURLPartitioner.java,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205,0,13,219,0,19.86363636
src/plugin/parse-tika/src/test/org/apache/nutch/parse/tika/TestXlsxParser.java,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,38,0,0,0,0,3.454545455
src/test/org/apache/nutch/searcher/TestHitDetails.java,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.636363636
nutchgora/src/plugin/feed/src/java/org/apache/nutch/indexer/feed/FeedIndexingFilter.java,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,134,0,0,0,12.18181818
src/java/org/apache/nutch/util/GZIPUtils.java,0,0,0,6,8,0,0,0,0,64,0,4,0,1,3,0,0,78,0,0,66,4,10.63636364
nutchgora/src/java/org/apache/nutch/util/StringUtil.java,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136,136,0,0,0,12.36363636
src/plugin/parse-mspowerpoint/src/test/org/apache/nutch/parse/mspowerpoint/FileExtensionFilter.java,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.545454545
