Class,releases/lucene/1.2,releases/lucene/1.3,releases/lucene/1.4,releases/lucene/1.9,releases/lucene/2.0.0,releases/lucene/2.1.0,releases/lucene/2.2.0,releases/lucene/2.3.0,releases/lucene/2.4.0,releases/lucene/2.9.0,releases/lucene/3.0.0,releases/lucene/9.0.0,releases/lucene/9.1.0,releases/lucene/9.2.0,releases/lucene/9.3.0,average
lucene/core/src/java/org/apache/lucene/codecs/lucene90/compressing/Lucene90CompressingTermVectorsReader.java,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,2.6
lucene/analysis/uima/src/java/org/apache/lucene/analysis/uima/ae/OverridingParamsAEProvider.java,0,0,0,0,0,0,0,0,0,0,0,69,0,0,0,4.6
lucene/test-framework/src/java/org/apache/lucene/util/AbstractBeforeAfterRule.java,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0.266666667
contrib/instantiated/src/java/org/apache/lucene/store/instantiated/FieldSettings.java,0,0,0,0,0,0,0,0,95,3,0,0,0,0,0,6.533333333
lucene/src/java/org/apache/lucene/search/function/ValueSource.java,0,0,0,0,0,0,0,0,0,0,0,86,0,0,0,5.733333333
lucene/spatial3d/src/test/org/apache/lucene/bkdtree3d/TestGeo3DPointField.java,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,3.8
modules/queryparser/src/java/org/apache/lucene/queryparser/surround/query/ComposedQuery.java,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,1.6
modules/analysis/common/src/java/org/apache/lucene/analysis/miscellaneous/PrefixAwareTokenFilter.java,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0.4
src/java/org/apache/lucene/document/Fieldable.java,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0.666666667
lucene/core/src/java/org/apache/lucene/search/similarities/PerFieldSimilarityWrapper.java,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,1
contrib/analyzers/common/src/java/org/apache/lucene/analysis/compound/HyphenationCompoundWordTokenFilter.java,0,0,0,0,0,0,0,0,0,0,0,133,0,0,0,8.866666667
lucene/analysis/phonetic/src/test/org/apache/lucene/analysis/phonetic/TestDaitchMokotoffSoundexFilter.java,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.2
solr/contrib/extraction/src/java/org/apache/solr/handler/extraction/ExtractingParams.java,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0.733333333
contrib/analyzers/common/src/java/org/apache/lucene/analysis/cn/ChineseFilter.java,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.2
lucene/test-framework/src/java/org/apache/lucene/codecs/lucene49/Lucene49RWDocValuesFormat.java,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,2.933333333
src/java/org/apache/lucene/store/LockReleaseFailedException.java,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,2.066666667
lucene/codecs/src/java/org/apache/lucene/codecs/block/BlockPostingsFormat.java,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0.466666667
lucene/sandbox/src/test/org/apache/lucene/util/TestGeoUtils.java,0,0,0,0,0,0,0,0,0,0,0,411,0,0,0,27.4
contrib/benchmark/src/java/org/apache/lucene/benchmark/byTask/tasks/SetPropTask.java,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0.666666667
lucene/highlighter/src/test/org/apache/lucene/search/highlight/custom/HighlightCustomQueryTest.java,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,1.266666667
solr/core/src/test/org/apache/solr/schema/TestBinaryField.java,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0.133333333
