Class,karaf-2.1.0,karaf-2.2.0,karaf-2.3.0,karaf-2.4.0,karaf-3.0.0,karaf-4.0.0,karaf-4.1.0,karaf-4.2.0,karaf-4.3.0,karaf-4.3.1,karaf-4.4.0,karaf-4.4.1,average
management/mbeans/bundles/src/main/java/org/apache/karaf/management/mbeans/bundles/BundlesMBean.java,0,0,103,0,0,0,0,0,0,0,0,0,8.583333333
dev/command/src/main/java/org/apache/karaf/dev/command/FrameworkOptions.java,0,0,0,0,10,0,0,0,0,0,0,0,0.833333333
itests/test/src/test/java/org/apache/karaf/itests/ConfigTest.java,0,0,0,0,0,0,0,0,2,0,14,0,1.333333333
http/core/src/test/java/org/apache/karaf/http/core/internal/HttpMBeanImplTest.java,0,0,0,0,37,0,0,0,0,0,0,0,3.083333333
scheduler/src/main/java/org/apache/karaf/scheduler/command/support/CommandJob.java,0,0,0,0,0,0,0,0,92,0,0,0,7.666666667
main/src/main/java/org/osgi/framework/launch/FrameworkFactory.java,0,0,0,0,73,0,0,0,0,0,0,0,6.083333333
deployer/spring/src/main/java/org/apache/karaf/deployer/spring/SpringTransformer.java,0,0,0,93,24,44,18,0,0,0,0,0,14.91666667
client/src/main/java/org/apache/karaf/client/ClientConfig.java,0,0,0,0,39,59,23,50,28,76,0,0,22.91666667
main/src/main/java/org/osgi/framework/wiring/BundleCapability.java,0,0,0,0,61,0,0,0,0,0,0,0,5.083333333
package/core/src/main/java/org/apache/karaf/packages/core/internal/Packages.java,0,0,0,0,155,0,0,0,0,0,0,0,12.91666667
features/core/src/main/java/org/apache/karaf/features/internal/region/SubsystemResolveContext.java,0,0,0,0,0,21,32,106,27,0,0,0,15.5
instance/src/main/java/org/apache/karaf/instance/command/CreateCommand.java,0,0,0,0,0,7,0,0,0,0,0,0,0.583333333
tooling/exam/container/src/main/java/org/apache/karaf/tooling/exam/container/internal/RMIRegistry.java,0,0,30,0,0,0,0,0,0,0,0,0,2.5
itests/src/test/java/org/apache/karaf/itests/SshCommandTestBase.java,0,0,0,0,0,8,0,0,0,0,0,0,0.666666667
shell/console/src/main/java/org/apache/karaf/shell/console/jline/KarafFileHistory.java,0,0,91,0,47,0,0,0,0,0,0,0,11.5
shell/console/src/main/java/org/apache/karaf/shell/console/Console.java,0,0,0,0,23,0,0,0,0,0,0,0,1.916666667
main/src/main/java/org/apache/karaf/main/ShutdownSocketThread.java,0,0,0,0,23,10,8,13,0,0,0,0,4.5
main/src/main/java/org/apache/karaf/main/StartLevelListener.java,0,0,0,86,0,0,0,0,0,0,0,0,7.166666667
wrapper/core/src/main/java/org/apache/karaf/wrapper/management/internal/WrapperMBeanImpl.java,0,0,0,0,62,0,0,0,0,0,0,0,5.166666667
shell/console/src/main/java/org/apache/karaf/shell/console/completer/StringsCompleter.java,0,7,0,0,0,0,0,0,0,0,0,0,0.583333333
config/command/src/test/java/org/apache/karaf/config/command/EditCommandTest.java,0,0,0,0,2,0,0,0,0,0,0,0,0.166666667
scr/command/src/main/java/org/apache/karaf/scr/command/completer/DetailsCompleter.java,0,0,0,0,3,0,0,0,0,0,0,0,0.25
shell/ssh/src/main/java/org/apache/karaf/shell/ssh/Activator.java,0,0,0,0,0,7,1,5,20,0,3,0,3
shell/help/src/main/java/org/apache/karaf/shell/help/impl/SimpleHelpProvider.java,0,0,0,0,10,0,0,0,0,0,0,0,0.833333333
tooling/karaf-maven-plugin/src/main/java/org/apache/karaf/tooling/utils/IoUtils.java,0,0,0,0,0,91,91,0,0,0,0,0,15.16666667
tooling/karaf-maven-plugin/src/main/java/org/apache/karaf/tooling/features/ExportFeatureMetaDataMojo.java,0,0,0,0,0,5,33,0,0,0,0,0,3.166666667
util/src/main/java/org/apache/karaf/util/config/PropertiesLoader.java,0,0,0,0,0,0,0,24,0,0,0,0,2
jdbc/core/src/main/java/org/apache/karaf/jdbc/internal/JdbcMBeanImpl.java,0,0,0,2,0,4,0,0,0,0,0,0,0.5
features/core/src/main/java/org/apache/karaf/features/internal/InstallationState.java,0,0,0,0,1,0,0,0,0,0,0,0,0.083333333
log/src/main/java/org/apache/karaf/log/command/GetLogLevel.java,0,0,0,0,0,0,0,8,0,0,0,0,0.666666667
