Class,release-0.4.0,release-0.5.0,release-0.6.0,release-0.7.0,release-0.8.0,release-0.9.0,release-0.10.0,release-0.11.0,release-0.12.0,release-0.13.0,release-0.14.0,release-1.0.0,release-1.1.0,release-1.2.0,release-2.0.0,rel/release-2.1.0,rel/release-2.2.0,rel/release-2.3.0,rel/release-3.0.0,rel/release-3.1.0,rel/release-3.1.3,average
ql/src/java/org/apache/hadoop/hive/ql/exec/repl/bootstrap/events/filesystem/FSConstraintEvent.java,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,1.428571429
metastore/src/java/org/apache/hadoop/hive/metastore/FileFormatProxy.java,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,3.333333333
ql/src/java/org/apache/hadoop/hive/ql/exec/TerminalOperator.java,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,19,0,0,2,0,0,1.428571429
hplsql/src/test/java/org/apache/hive/hplsql/TestHplsqlLocal.java,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,12,0,0,1.047619048
orc/src/java/org/apache/orc/BinaryColumnStatistics.java,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,27,0,0,0,2.571428571
ql/src/java/org/apache/hadoop/hive/ql/exec/KeyWrapperFactory.java,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,19,12,0,3.476190476
itests/hive-unit/src/test/java/org/apache/hadoop/hive/metastore/TestRawStoreTxn.java,0,0,0,0,0,0,0,0,0,101,0,0,0,0,0,0,0,0,0,0,0,4.80952381
ql/src/java/org/apache/hadoop/hive/ql/optimizer/calcite/rules/HiveAggregateJoinTransposeRule.java,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,23,0,0,0,0,0,3
spark-client/src/test/java/org/apache/hive/spark/client/TestSparkClient.java,0,0,0,0,0,0,0,0,0,0,0,0,93,0,0,0,47,47,0,0,0,8.904761905
common/src/test/org/apache/hadoop/hive/common/type/TestHiveIntervalYearMonth.java,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0.095238095
itests/hive-unit/src/test/java/org/apache/hive/service/cli/thrift/TestThriftHttpCLIService.java,0,0,0,0,0,0,0,0,0,112,112,0,0,0,0,0,0,0,0,0,0,10.66666667
ql/src/java/org/apache/hadoop/hive/ql/exec/tez/InPlaceUpdates.java,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0.80952381
hcatalog/webhcat/svr/src/main/java/org/apache/hcatalog/templeton/CatchallExceptionMapper.java,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0.380952381
metastore/src/java/org/apache/hadoop/hive/metastore/AggregateStatsCache.java,0,0,0,0,0,0,0,0,0,0,0,0,0,33,40,0,0,0,0,0,0,3.476190476
ql/src/java/org/apache/hadoop/hive/ql/udf/UDFAcos.java,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0.523809524
itests/util/src/main/java/org/apache/hadoop/hive/scripts/extracturl.java,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0.095238095
service/src/java/org/apache/hive/service/cli/session/HiveSessionProxy.java,0,0,0,0,0,0,0,0,0,31,31,0,0,0,6,0,0,0,2,0,0,3.333333333
accumulo-handler/src/java/org/apache/hadoop/hive/accumulo/AccumuloHiveRow.java,0,0,0,0,0,0,0,0,0,0,17,0,17,0,0,0,0,0,0,0,0,1.619047619
itests/hive-unit/src/test/java/org/apache/hive/service/TestHS2ImpersonationWithRemoteMS.java,0,0,0,0,0,0,0,0,0,0,124,0,0,0,0,0,0,0,2,0,0,6
ql/src/java/org/apache/hadoop/hive/ql/udf/generic/AbstractGenericUDFEWAHBitmapBop.java,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0.142857143
ql/src/java/org/apache/hadoop/hive/ql/security/authorization/plugin/AbstractHiveAuthorizer.java,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,41,0,0,15,0,0,4.619047619
ql/src/java/org/apache/hadoop/hive/ql/exec/vector/expressions/ConvertDecimal64ToDecimal.java,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,2.142857143
standalone-metastore/src/test/java/org/apache/hadoop/hive/metastore/client/TestGetListIndexes.java,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,1.095238095
ql/src/java/org/apache/hadoop/hive/ql/exec/vector/expressions/StringLTrim.java,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,25,0,1.476190476
ql/src/java/org/apache/hadoop/hive/ql/plan/FileSinkDesc.java,0,0,0,0,0,0,59,10,17,2,0,0,0,0,26,0,9,104,21,9,0,12.23809524
itests/util/src/main/java/org/apache/hadoop/hive/cli/control/AbstractCliConfig.java,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0.238095238
